/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:11:14.359539Z	    2 Connect	rdsadmin@localhost on  using TCP/IP
2023-06-19T12:44:00.270877Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:44:00.329173Z	    2 Query	SELECT 1
2023-06-19T12:44:00.331512Z	    2 Query	SELECT version()
2023-06-19T12:44:00.338939Z	    2 Query	SELECT 1
2023-06-19T12:44:00.348280Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:44:00.352892Z	    2 Query	SELECT 1
2023-06-19T12:44:00.358465Z	    2 Query	SELECT version()
2023-06-19T12:44:00.369597Z	    2 Query	SELECT 1
2023-06-19T12:44:00.377017Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:44:04.353263Z	    2 Query	SELECT 1
2023-06-19T12:44:04.353879Z	    2 Query	SELECT 1
2023-06-19T12:44:04.354751Z	    2 Query	SELECT 1
2023-06-19T12:44:04.355325Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:44:04.356083Z	    2 Query	SELECT 1
2023-06-19T12:44:04.356547Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:44:04.388988Z	    2 Query	SELECT 1
2023-06-19T12:44:04.389523Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:44:19.353943Z	    2 Query	SELECT 1
2023-06-19T12:44:19.354499Z	    2 Query	SELECT 1
2023-06-19T12:44:19.355370Z	    2 Query	SELECT 1
2023-06-19T12:44:19.355887Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:44:19.356628Z	    2 Query	SELECT 1
2023-06-19T12:44:19.357080Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:44:19.387891Z	    2 Query	SELECT 1
2023-06-19T12:44:19.388402Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:44:34.353487Z	    2 Query	SELECT 1
2023-06-19T12:44:34.354102Z	    2 Query	SELECT 1
2023-06-19T12:44:34.355015Z	    2 Query	SELECT 1
2023-06-19T12:44:34.355566Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:44:34.356315Z	    2 Query	SELECT 1
2023-06-19T12:44:34.356783Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:44:34.387780Z	    2 Query	SELECT 1
2023-06-19T12:44:34.388293Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:44:49.353623Z	    2 Query	SELECT 1
2023-06-19T12:44:49.354284Z	    2 Query	SELECT 1
2023-06-19T12:44:49.355292Z	    2 Query	SELECT 1
2023-06-19T12:44:49.355852Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:44:49.356647Z	    2 Query	SELECT 1
2023-06-19T12:44:49.357129Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:44:49.388940Z	    2 Query	SELECT 1
2023-06-19T12:44:49.389474Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:45:00.064798Z	    2 Query	SELECT 1
2023-06-19T12:45:00.132907Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:45:00.291334Z	    2 Query	SELECT 1
2023-06-19T12:45:00.390115Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:45:00.583122Z	    2 Query	SELECT 1
2023-06-19T12:45:00.659648Z	    2 Query	SELECT version()
2023-06-19T12:45:00.712690Z	    2 Query	SELECT 1
2023-06-19T12:45:00.748283Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:45:00.757420Z	    2 Query	SELECT 1
2023-06-19T12:45:00.758349Z	    2 Query	SELECT version()
2023-06-19T12:45:00.759599Z	    2 Query	SELECT 1
2023-06-19T12:45:00.760071Z	    2 Query	SELECT @@session.transaction_read_only
2023-06-19T12:45:00.761405Z	    2 Query	flush logs
/rdsdbbin/mysql/bin/mysqld, Version: 5.7.37-log (Source distribution). started with:
Tcp port: 3306  Unix socket: /tmp/mysql.sock
Time                 Id Command    Argument
2023-06-19T12:45:00.862805Z	    2 Query	SELECT 1
2023-06-19T12:45:00.955083Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:45:04.353439Z	    2 Query	SELECT 1
2023-06-19T12:45:04.354031Z	    2 Query	SELECT 1
2023-06-19T12:45:04.354908Z	    2 Query	SELECT 1
2023-06-19T12:45:04.355431Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:45:04.356172Z	    2 Query	SELECT 1
2023-06-19T12:45:04.356611Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:45:04.386464Z	    2 Query	SELECT 1
2023-06-19T12:45:04.387038Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:45:19.146076Z	   11 Query	INSERT INTO Students (FirstName,LastName,Email,Age) VALUES ('test','test','test@gmail.com',24)
2023-06-19T12:45:19.353514Z	    2 Query	SELECT 1
2023-06-19T12:45:19.354033Z	    2 Query	SELECT 1
2023-06-19T12:45:19.354907Z	    2 Query	SELECT 1
2023-06-19T12:45:19.355419Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:45:19.356166Z	    2 Query	SELECT 1
2023-06-19T12:45:19.356609Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:45:19.387345Z	    2 Query	SELECT 1
2023-06-19T12:45:19.387888Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:45:34.353615Z	    2 Query	SELECT 1
2023-06-19T12:45:34.354204Z	    2 Query	SELECT 1
2023-06-19T12:45:34.355080Z	    2 Query	SELECT 1
2023-06-19T12:45:34.355595Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:45:34.356346Z	    2 Query	SELECT 1
2023-06-19T12:45:34.356787Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:45:34.386501Z	    2 Query	SELECT 1
2023-06-19T12:45:34.387108Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:45:49.354002Z	    2 Query	SELECT 1
2023-06-19T12:45:49.354539Z	    2 Query	SELECT 1
2023-06-19T12:45:49.355449Z	    2 Query	SELECT 1
2023-06-19T12:45:49.355985Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:45:49.356751Z	    2 Query	SELECT 1
2023-06-19T12:45:49.357209Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:45:49.388480Z	    2 Query	SELECT 1
2023-06-19T12:45:49.389013Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:46:00.020609Z	    2 Query	SELECT 1
2023-06-19T12:46:00.083214Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:46:00.203049Z	    2 Query	SELECT 1
2023-06-19T12:46:00.253842Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:46:00.323575Z	    2 Query	SELECT 1
2023-06-19T12:46:00.330972Z	    2 Query	SELECT version()
2023-06-19T12:46:00.345377Z	    2 Query	SELECT 1
2023-06-19T12:46:00.347603Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:46:00.370995Z	    2 Query	SELECT 1
2023-06-19T12:46:00.399165Z	    2 Query	SELECT version()
2023-06-19T12:46:00.403194Z	    2 Query	SELECT 1
2023-06-19T12:46:00.403759Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:46:04.353844Z	    2 Query	SELECT 1
2023-06-19T12:46:04.354417Z	    2 Query	SELECT 1
2023-06-19T12:46:04.355379Z	    2 Query	SELECT 1
2023-06-19T12:46:04.355929Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:46:04.356696Z	    2 Query	SELECT 1
2023-06-19T12:46:04.357175Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:46:04.387814Z	    2 Query	SELECT 1
2023-06-19T12:46:04.388334Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:46:11.245128Z	    4 Query	BEGIN
2023-06-19T12:46:11.245314Z	    4 Query	INSERT INTO mysql.rds_heartbeat2(id, value) values (1,1687178771202) ON DUPLICATE KEY UPDATE value = 1687178771202
2023-06-19T12:46:11.245333Z	    4 Query	COMMIT /* implicit, from Xid_log_event */
2023-06-19T12:46:19.354055Z	    2 Query	SELECT 1
2023-06-19T12:46:19.354912Z	    2 Query	SELECT 1
2023-06-19T12:46:19.357376Z	    2 Query	SELECT 1
2023-06-19T12:46:19.358019Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:46:19.358920Z	    2 Query	SELECT 1
2023-06-19T12:46:19.359397Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:46:19.394892Z	    2 Query	SELECT 1
2023-06-19T12:46:19.395433Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:46:34.353184Z	    2 Query	SELECT 1
2023-06-19T12:46:34.353833Z	    2 Query	SELECT 1
2023-06-19T12:46:34.354714Z	    2 Query	SELECT 1
2023-06-19T12:46:34.355291Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:46:34.356058Z	    2 Query	SELECT 1
2023-06-19T12:46:34.356527Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:46:34.391858Z	    2 Query	SELECT 1
2023-06-19T12:46:34.392364Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:46:49.353785Z	    2 Query	SELECT 1
2023-06-19T12:46:49.354337Z	    2 Query	SELECT 1
2023-06-19T12:46:49.355209Z	    2 Query	SELECT 1
2023-06-19T12:46:49.355729Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:46:49.356464Z	    2 Query	SELECT 1
2023-06-19T12:46:49.356913Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:46:49.390740Z	    2 Query	SELECT 1
2023-06-19T12:46:49.391288Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:47:00.019943Z	    2 Query	SELECT 1
2023-06-19T12:47:00.083907Z	    2 Query	SHOW SLAVE STATUS
2023-06-19T12:47:00.203197Z	    2 Query	SELECT 1
2023-06-19T12:47:00.254947Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'stop slave' GROUP BY action_timestamp,called_by_user,action,mysql_version,master_host,master_port ORDER BY action_timestamp LIMIT 1
2023-06-19T12:47:00.340602Z	    2 Query	SELECT 1
2023-06-19T12:47:00.361378Z	    2 Query	SELECT version()
2023-06-19T12:47:00.365505Z	    2 Query	SELECT 1
2023-06-19T12:47:00.374954Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:47:00.442179Z	    2 Query	SELECT 1
2023-06-19T12:47:00.448549Z	    2 Query	SELECT version()
2023-06-19T12:47:00.449893Z	    2 Query	SELECT 1
2023-06-19T12:47:00.450419Z	    2 Query	SELECT count(*) from mysql.rds_replication_status WHERE action = 'start slave until' ORDER BY action LIMIT 1
2023-06-19T12:47:04.353249Z	    2 Query	SELECT 1
2023-06-19T12:47:04.353883Z	    2 Query	SELECT 1
2023-06-19T12:47:04.354778Z	    2 Query	SELECT 1
2023-06-19T12:47:04.355333Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:47:04.356089Z	    2 Query	SELECT 1
2023-06-19T12:47:04.356541Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:47:04.391530Z	    2 Query	SELECT 1
2023-06-19T12:47:04.392051Z	    2 Query	SELECT @@GLOBAL.read_only
2023-06-19T12:47:04.576604Z	    2 Query	SELECT 1
2023-06-19T12:47:04.577163Z	    2 Query	select info from information_schema.processlist where user = 'rdsadmin' and host like 'localhost%'
2023-06-19T12:47:04.596113Z	    2 Query	SELECT 1
2023-06-19T12:47:04.596660Z	    2 Query	select count(*) from mysql.user WHERE concat(trim(user), '@', trim(host)) NOT IN ('rdsadmin@localhost') AND (Shutdown_priv = 'y' OR File_priv = 'y' OR Super_priv = 'y')
2023-06-19T12:47:04.597755Z	    2 Query	SELECT 1
2023-06-19T12:47:04.598229Z	    2 Query	select count(*) from information_schema.routines where ROUTINE_SCHEMA <> 'mysql' and DEFINER = 'rdsadmin@localhost'
2023-06-19T12:47:04.602132Z	    2 Query	SELECT 1
2023-06-19T12:47:04.602634Z	    2 Query	select count(*) from performance_schema.global_variables
where variable_name = 'general_log_file'
and variable_value <> '/rdsdbdata/log/general/mysql-general.log'
and (select variable_value from performance_schema.global_variables where variable_name = 'character_set_filesystem') not in ('ucs2', 'utf16', 'utf32')
2023-06-19T12:47:04.605754Z	    2 Query	SELECT 1
2023-06-19T12:47:04.606236Z	    2 Query	select count(*) from performance_schema.global_variables
where variable_name = 'slow_query_log_file'
and variable_value <> '/rdsdbdata/log/slowquery/mysql-slowquery.log'
and (select variable_value from performance_schema.global_variables where variable_name = 'character_set_filesystem') not in ('ucs2', 'utf16', 'utf32')
2023-06-19T12:47:04.608402Z	    2 Query	SELECT 1
2023-06-19T12:47:04.608879Z	    2 Query	select count(*) from information_schema.events where definer = 'rdsadmin@localhost' and (EVENT_SCHEMA <> 'mysql' or (EVENT_SCHEMA = 'mysql' and EVENT_NAME not in ('ev_rds_gsh_collector', 'ev_rds_gsh_table_rotation', 'ev_gsh_collector', 'ev_gsh_table_rotation')))
2023-06-19T12:47:04.635630Z	    2 Query	SELECT 1
2023-06-19T12:47:04.636173Z	    2 Query	select lower(plugin_name) from information_schema.plugins
2023-06-19T12:47:04.638667Z	    2 Query	SELECT 1
2023-06-19T12:47:04.650890Z	    2 Query	select lower(plugin_name) from information_schema.plugins
2023-06-19T12:47:19.353883Z	    2 Query	SELECT 1
2023-06-19T12:47:19.354454Z	    2 Query	SELECT 1
2023-06-19T12:47:19.355396Z	    2 Query	SELECT 1
2023-06-19T12:47:19.355951Z	    2 Query	SELECT count(*) from information_schema.TABLES WHERE TABLE_SCHEMA = 'mysql' AND TABLE_NAME = 'rds_heartbeat2'
2023-06-19T12:47:19.356719Z	    2 Query	SELECT 1
2023-06-19T12:47:19.357180Z	    2 Query	SELECT value FROM mysql.rds_heartbeat2
2023-06-19T12:47:19.392505Z	    2 Query	SELECT 1
2023-06-19T12:47:19.393026Z	    2 Query	SELECT @@GLOBAL.read_only
